alpha,comparator_cell,comparator_variant,contrast,dataset,difference_ci95,difference_ci95_high,difference_ci95_low,difference_std,mean_difference,mean_improvement,metric,metric_goal,negative_differences,num_pairs,paired_seeds,paired_t_p,paired_t_p_holm_auprc_family,positive_differences,target_cell,target_epsilon,target_variant,ties,wilcoxon_p,wilcoxon_p_holm_auprc_family
0.1,A0,dp_uniform,ha_under_uniform,give_me_some_credit,0.0011454040790145322,0.0005023186880091275,-0.001788489470019937,0.0016011644948503534,-0.0006430853910054046,0.0006430853910054046,brier,minimize,10,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.23590635988513925,,0,A2,3.0,ha_uniform,0,0.001953125,
0.1,A1,scheduler,ha_under_scheduler,give_me_some_credit,0.001011888314230831,0.00044177207749046034,-0.001582004550971202,0.001414522325513587,-0.0005701162367403708,0.0005701162367403708,brier,minimize,9,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.23439400583636222,,1,A3,3.0,full_ha_dp,0,0.02734375,
0.1,A2,ha_uniform,scheduler_with_ha,give_me_some_credit,0.00019648104952330373,0.0002998125465542662,-9.314955249234125e-05,0.0002746615680627906,0.00010333149703096248,-0.00010333149703096248,brier,minimize,6,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.2646042857628016,,4,A3,3.0,full_ha_dp,0,0.76953125,
0.1,A0,dp_uniform,full_vs_uniform_dp,give_me_some_credit,0.0011269262024937025,0.0005871723085192603,-0.0016666800964681445,0.0015753342045908352,-0.0005397538939744421,0.0005397538939744421,brier,minimize,8,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.30676462371582425,,2,A3,3.0,full_ha_dp,0,0.16015625,
0.1,A1-A0,scheduler_effect_without_ha,factorial_interaction,give_me_some_credit,0.00014832262707007286,0.00022129178133510675,-7.535347280503897e-05,0.00020734073555234603,7.296915426503389e-05,-7.296915426503389e-05,brier,minimize,6,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.29459312994099984,,4,A3-A2,3.0,scheduler_effect_with_ha,0,0.845703125,
0.5,A0,dp_uniform,scheduler_without_ha,give_me_some_credit,0.004862471705394783,0.01101107145089623,0.0012861280401066655,0.006797266741525018,0.006148599745501448,0.006148599745501448,auc,maximize,0,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.0187650962493467,,10,A1,3.0,scheduler,0,0.001953125,
0.5,A0,dp_uniform,ha_under_uniform,give_me_some_credit,0.010009699303689952,0.025828573265418958,0.005809174658039054,0.013992594773179006,0.015818873961729006,0.015818873961729006,auc,maximize,0,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.0059772084767224145,,10,A2,3.0,ha_uniform,0,0.001953125,
0.5,A1,scheduler,ha_under_scheduler,give_me_some_credit,0.007305143009337196,0.02072163125826299,0.0061113452395886,0.010211885770843828,0.013416488248925796,0.013416488248925796,auc,maximize,0,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.002467313324812235,,10,A3,3.0,full_ha_dp,0,0.001953125,
0.5,A2,ha_uniform,scheduler_with_ha,give_me_some_credit,0.0017739153726288133,0.00552012940532705,0.001972298660069423,0.002479762699960189,0.0037462140326982364,0.0037462140326982364,auc,maximize,0,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.0010050599314778664,,10,A3,3.0,full_ha_dp,0,0.001953125,
0.5,A0,dp_uniform,full_vs_uniform_dp,give_me_some_credit,0.011427914536231302,0.030993002530658544,0.008137173458195942,0.01597512296388954,0.019565087994427244,0.019565087994427244,auc,maximize,0,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.003771969900301239,,10,A3,3.0,full_ha_dp,0,0.001953125,
0.5,A1-A0,scheduler_effect_without_ha,factorial_interaction,give_me_some_credit,0.0037160569446021948,0.0013136712317989825,-0.006118442657405407,0.005194689410970424,-0.0024023857128032122,-0.0024023857128032122,auc,maximize,9,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.17763963692258494,,1,A3-A2,3.0,scheduler_effect_with_ha,0,0.064453125,
0.5,A0,dp_uniform,scheduler_without_ha,give_me_some_credit,0.0030471174407097046,0.012831862405016074,0.006737627523596664,0.004259576464841413,0.009784744964306369,0.009784744964306369,auprc,maximize,0,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",4.743697140268984e-05,0.0017077309704968341,10,A1,3.0,scheduler,0,0.001953125,0.0703125
0.5,A0,dp_uniform,ha_under_uniform,give_me_some_credit,0.011374164834897926,0.043347421350602613,0.020599091680806758,0.01589998606245834,0.031973256515704686,0.031973256515704686,auprc,maximize,0,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.0001314678731566426,0.0044699076873258485,10,A2,3.0,ha_uniform,0,0.001953125,0.0703125
0.5,A1,scheduler,ha_under_scheduler,give_me_some_credit,0.011134129127722894,0.04035662521923447,0.01808836696378868,0.015564439281312223,0.029222496091511573,0.029222496091511573,auprc,maximize,0,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.00021876029759852704,0.007219089820751392,10,A3,3.0,full_ha_dp,0,0.001953125,0.0703125
0.5,A2,ha_uniform,scheduler_with_ha,give_me_some_credit,0.006176087586948657,0.013210072127061915,0.0008578969531646014,0.008633575122079445,0.007033984540113258,0.007033984540113258,auprc,maximize,2,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.029873254817636207,0.787171146305417,8,A3,3.0,full_ha_dp,0,0.009765625,0.244140625
0.5,A0,dp_uniform,full_vs_uniform_dp,give_me_some_credit,0.013497946989256595,0.05250518804507454,0.02550929406656135,0.01886882879897242,0.039007241055817946,0.039007241055817946,auprc,maximize,0,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.00010672521951977935,0.0037353826831922773,10,A3,3.0,full_ha_dp,0,0.001953125,0.0703125
0.5,A1-A0,scheduler_effect_without_ha,factorial_interaction,give_me_some_credit,0.0057599686647598165,0.003009208240566706,-0.008510729088952926,0.00805188097932992,-0.0027507604241931104,-0.0027507604241931104,auprc,maximize,7,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.3080944820302843,1.0,3,A3-A2,3.0,scheduler_effect_with_ha,0,0.16015625,1.0
0.5,A0,dp_uniform,scheduler_without_ha,give_me_some_credit,0.0034379118819641064,0.0086495033108774,0.0017736795469491863,0.004805869424318024,0.005211591428913293,0.005211591428913293,f1,maximize,2,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.0075172216996325135,,8,A1,3.0,scheduler,0,0.013671875,
0.5,A0,dp_uniform,ha_under_uniform,give_me_some_credit,0.009900215573012195,0.028696584067161517,0.008896152921137124,0.013839547071030252,0.01879636849414932,0.01879636849414932,f1,maximize,0,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.0020056275148909782,,10,A2,3.0,ha_uniform,0,0.001953125,
0.5,A1,scheduler,ha_under_scheduler,give_me_some_credit,0.009265161826798363,0.0283367934757686,0.009806469822171874,0.012951803147825321,0.019071631648970237,0.019071631648970237,f1,maximize,0,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.0011911439365746618,,10,A3,3.0,full_ha_dp,0,0.001953125,
0.5,A2,ha_uniform,scheduler_with_ha,give_me_some_credit,0.006390076915548523,0.011876931499282737,-0.0009032223318143099,0.008932711576635954,0.005486854583734213,0.005486854583734213,f1,maximize,3,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.08398434719676169,,7,A3,3.0,full_ha_dp,0,0.083984375,
0.5,A0,dp_uniform,full_vs_uniform_dp,give_me_some_credit,0.011538724262695777,0.03582194734057931,0.012744498815187756,0.016130024280332948,0.024283223077883533,0.024283223077883533,f1,maximize,1,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.0010286544373986585,,9,A3,3.0,full_ha_dp,0,0.00390625,
0.5,A1-A0,scheduler_effect_without_ha,factorial_interaction,give_me_some_credit,0.004872902941383532,0.005148166096204452,-0.004597639786562612,0.006811848603951212,0.00027526315482092055,0.00027526315482092055,f1,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.9011280930071323,,6,A3-A2,3.0,scheduler_effect_with_ha,0,0.921875,
0.5,A0,dp_uniform,scheduler_without_ha,give_me_some_credit,0.006845370205956626,0.010872701413568954,-0.002818038998344298,0.009569167710066396,0.004027331207612328,0.004027331207612328,balanced_accuracy,maximize,3,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.2159543643749624,,7,A1,3.0,scheduler,0,0.275390625,
0.5,A0,dp_uniform,ha_under_uniform,give_me_some_credit,0.01000580908014857,0.00973487541235341,-0.010276742747943728,0.013987156615653976,-0.000270933667795159,-0.000270933667795159,balanced_accuracy,maximize,5,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.9524957247653933,,5,A2,3.0,ha_uniform,0,0.845703125,
0.5,A1,scheduler,ha_under_scheduler,give_me_some_credit,0.009393120414439203,0.009848483168475707,-0.008937757660402699,0.01313067691918292,0.0004553627540365035,0.0004553627540365035,balanced_accuracy,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.9150809362647965,,6,A3,3.0,full_ha_dp,0,0.921875,
0.5,A2,ha_uniform,scheduler_with_ha,give_me_some_credit,0.012211912366799716,0.016965539996243707,-0.007458284737355725,0.01707107636002715,0.004753627629443991,0.004753627629443991,balanced_accuracy,maximize,5,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.40145260961893736,,5,A3,3.0,full_ha_dp,0,0.4921875,
0.5,A0,dp_uniform,full_vs_uniform_dp,give_me_some_credit,0.012217665139218372,0.0167003591008672,-0.007734971177569541,0.017079118181348087,0.004482693961648831,0.004482693961648831,balanced_accuracy,maximize,2,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.4280097173985107,,8,A3,3.0,full_ha_dp,0,0.275390625,
0.5,A1-A0,scheduler_effect_without_ha,factorial_interaction,give_me_some_credit,0.009130755539015616,0.009857051960847279,-0.008404459117183953,0.01276391611317504,0.0007262964218316626,0.0007262964218316626,balanced_accuracy,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.8611852149403738,,6,A3-A2,3.0,scheduler_effect_with_ha,0,0.4921875,
0.5,A0,dp_uniform,scheduler_without_ha,give_me_some_credit,4.548294009543815e-06,1.1031619040679338e-05,1.9350310215917074e-06,6.358076606892993e-06,6.483325031135523e-06,-6.483325031135523e-06,brier,minimize,2,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.010412816857530214,,8,A1,3.0,scheduler,0,0.013671875,
0.5,A0,dp_uniform,ha_under_uniform,give_me_some_credit,0.002290851577965999,-0.00017326209585947052,-0.004754965251791468,0.0032023896865872132,-0.0024641136738254694,0.0024641136738254694,brier,minimize,10,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.03778068487297664,,0,A2,3.0,ha_uniform,0,0.001953125,
0.5,A1,scheduler,ha_under_scheduler,give_me_some_credit,0.0023147106266797326,-0.00016808819117123492,-0.004797509444530701,0.003235742336871298,-0.0024827988178509675,0.0024827988178509675,brier,minimize,10,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.03820566345594403,,0,A3,3.0,full_ha_dp,0,0.001953125,
0.5,A2,ha_uniform,scheduler_with_ha,give_me_some_credit,0.00013239581006139887,0.00012019399106703639,-0.00014459762905576136,0.0001850765805894895,-1.2201818994362485e-05,1.2201818994362485e-05,brier,minimize,5,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.8394928333668014,,5,A3,3.0,full_ha_dp,0,0.921875,
0.5,A0,dp_uniform,full_vs_uniform_dp,give_me_some_credit,0.0023167821595245276,-0.00015953333329530445,-0.00479309765234436,0.0032386381401094495,-0.002476315492819832,0.002476315492819832,brier,minimize,10,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.03874198803934165,,0,A3,3.0,full_ha_dp,0,0.001953125,
0.5,A1-A0,scheduler_effect_without_ha,factorial_interaction,give_me_some_credit,0.0001305226136426244,0.00011183746961712708,-0.0001492077576681217,0.00018245803255690084,-1.8685144025497313e-05,1.8685144025497313e-05,brier,minimize,6,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.753456390510348,,4,A3-A2,3.0,scheduler_effect_with_ha,0,0.921875,
